# 2BIGB_name(J2000)       R.A.(deg)  Dec(deg)    N0(E-13)_2BIGB   N0_err(E-13)_2BIGB   Gamma_2BIGB  Gamma_err_2BIGB   Flux(0.5-500GeV)_2BIGB   Flux_err(0.5-500GeV)_2BIGB   TS_2BIGB   4FGLv20_name       PivotEnergy_2BIGB   5BZCat           sflag_3HSP  log(nu)_3HSP[Hz] log(nufnu)_3HSP[erg/sm2/s]   nuflag_3HSP   z_3HSP   zflag_3HSP   FOM_3HSP   WHSPnames               4FGL_Name_v20       R.A.4FGL_v20     Dec_4FGL_v20    sqrt(TS)_4FGL_v20   Pivot_Energy_4FGL_v20   N0_4FGL_v20      N0_err_4FGL_20   PL_Index_4FGL_v20   PL_Index_err_4FGL_v20   GAL_LONG             GAL_LAT              
  2BIGBJ145427.1+512433   223.613    51.40936    16.2895          0.384568             2.08571      0.0216307         6.87382E-9               1.68669E-10                  8064.12    1454.4+5124        1446.227            5BZBJ1454+5124   0            15.3           -11.6             1             0.39     3            1.0        --                      "4FGL J1454.4+5124" 223.625       51.409         0.0122               1446.227                1.5481444E-12    4.311695E-14     2.0171268           0.020140817             87.67608285863484    56.45722242365585    
  2BIGBJ145543.7-760052   223.93204  -76.0145    0.0860983        0.0138616            1.97768      0.12497           4.03327E-10              8.81012E-11                  85.2331    1455.8-7601        4910.8633           --               0            16.0           -11.8             1             ""       --           0.63       2WHSPJ145543.6-760051   "4FGL J1455.8-7601" 223.957       -76.0179       0.0489               4910.8633               7.610002E-15     1.6395265E-15    1.9157304           0.14779755              310.350327201326     -14.96566532434624   
  2BIGBJ145603.6+504826   224.01508  50.80725    0.0517482        0.0141652            1.81767      0.201543          1.68363E-10              6.7054E-11                   42.8011    1456.0+5051        4459.563            5BZBJ1456+5048   0            17.1           -11.7             1             0.479    2            0.79       2WHSPJ145603.5+504825   "4FGL J1456.0+5051" 224.0181      50.85          0.1276               4459.563                5.938212E-15     1.5784188E-15    2.0574963           0.22291082              86.51492862245907    56.58364789393916    
  2BIGBJ145741.8-464210   224.42408  -46.70281   0.0252062        0.00635312           1.75821      0.163455          2.14906E-10              7.67184E-11                  33.1115    1457.8-4642        7965.2886           --               0            15.5           -11.5             2             0.16     5            1.26       --                      "4FGL J1457.8-4642" 224.4722      -46.7023       0.0489               7965.2886               3.081187E-15     7.822353E-16     1.8354273           0.18829396              324.370819601817     10.846078127218346   
  2BIGBJ150316.6+165117   225.819    16.85489    0.0713154        0.0174611            2.04671      0.207477          2.6074E-10               8.69677E-11                  34.6868    1503.3+1651        4163.644            --               0            15.0           -12.3             2             0.39     4            0.2        --                      "4FGL J1503.3+1651" 225.8281      16.8614        0.0362               4163.644                7.811848E-15     2.0651557E-15    1.9848753           0.20100398              21.20211891990574    57.87417438191891    
  2BIGBJ150340.7-154114   225.91946  -15.68722   0.603964         0.0427432            1.81182      0.0530758         1.50933E-9               1.30792E-10                  599.958    1503.7-1540        3867.5684           5BZBJ1503-1541   0            17.6           -11.3             1             0.38     3            2.0        2WHSPJ150340.6-154113   "4FGL J1503.7-1540" 225.9252      -15.6832       0.0194               3867.5684               6.6047774E-14    4.9625848E-15    1.806472            0.049804814             343.72640196551043   36.500107067434364   
  2BIGBJ150525.0-824231   226.35587  -82.70864   0.0809156        0.0106797            1.7705       0.0873239         2.38533E-10              3.95209E-11                  78.2233    1505.5-8241        4326.9893           --               0            16.5           -12.0             1             0.39     5            0.4        2WHSPJ150525.3-824230   "4FGL J1505.5-8241" 226.3769      -82.6996       0.0357               4326.9893               1.1890652E-14    2.2691945E-15    1.9340012           0.1329243               307.2341415746158    -20.983728240898703  
  2BIGBJ150637.1-054004   226.65463  -5.66797    0.0081102        0.00233631           1.66091      0.181979          1.5549E-10               6.21976E-11                  30.5522    1506.4-0540        14091.695           5BZBJ1506-0540   0            17.1           -12.0             1             0.518    1            0.4        2WHSPJ150637.0-054004   "4FGL J1506.4-0540" 226.6188      -5.6761        0.0325               14091.695               6.6852345E-16    2.407689E-16     1.571863            0.23160173              352.8993716299608    43.705963256305104   
  2BIGBJ150644.5+081400   226.68525  8.23353     0.861999         0.0604022            1.74103      0.0490918         1.303E-9                 1.03674E-10                  769.395    1506.6+0813        2992.1868           5BZBJ1506+0814   0            15.3           -11.6             1             0.376    2            1.0        2WHSPJ150644.4+081359   "4FGL J1506.6+0813" 226.6741      8.2256         0.0213               2992.1868               9.684526E-14     7.125086E-15     1.7470158           0.048109986             8.745338187531225    52.84679063921487    
  2BIGBJ150716.4+172103   226.81842  17.35092    0.191706         0.0240525            1.89604      0.0973074         5.42057E-10              8.38725E-11                  158.831    1507.2+1721        3967.2139           --               1            15.7           -12.3             1             0.565    1            0.2        2WHSPJ150716.3+172102   "4FGL J1507.2+1721" 226.8207      17.3519        0.0317               3967.2139               2.2039147E-14    2.9229383E-15    1.7761533           0.08467678              22.768262287266808   57.201893798208445   
  2BIGBJ150842.7+270909   227.17787  27.1525     0.21082          0.0365429            1.91204      0.137181          3.59065E-10              8.0125E-11                   88.9456    1508.8+2708        3018.486            5BZBJ1508+2709   0            17.8           -11.4             1             0.27     1            1.58       2WHSPJ150842.5+270908   "4FGL J1508.8+2708" 227.2045      27.1407        0.0346               3018.486                2.683013E-14     4.3154893E-15    2.004209            0.13216913              40.993577660434795   59.558020858758994   
  2BIGBJ150947.9+555617   227.44979  55.93814    0.221608         0.0217356            1.88778      0.0765781         5.39998E-10              6.23001E-11                  303.205    1509.7+5556        3682.1138           5BZBJ1509+5556   0            15.0           -11.9             1             0.2      4            0.5        --                      "4FGL J1509.7+5556" 227.4408      55.9419        0.0252               3682.1138               2.767685E-14     2.8523674E-15    1.8415174           0.07369865              91.8297217314332     52.009231569031876   
  2BIGBJ151148.6-051346   227.95237  -5.22967    0.464287         0.0410252            1.86793      0.0683107         1.27951E-9               1.49709E-10                  401.739    1511.8-0513        3969.6055           --               4            17.1           -11.2             1             ""       --           2.51       2WHSPJ151148.4-051345   "4FGL J1511.8-0513" 227.9588      -5.2218        0.024                3969.6055               4.541189E-14     4.565524E-15     1.9660062           0.08042874              354.5997740108883    43.12667044140568    
  2BIGBJ151212.7-225508   228.05312  -22.919     0.482171         0.0513543            1.94676      0.0844696         9.29347E-10              1.24207E-10                  208.111    1512.1-2255        3174.6538           --               0            15.5           -11.8             1             0.315    1            0.63       2WHSPJ151212.7-225508   "4FGL J1512.1-2255" 228.0489      -22.9225       0.027                3174.6538               5.737146E-14     6.023083E-15     1.9409679           0.07529855              340.5122112946335    29.492948600510434   
